State,AssessmentFeeId,Rate,EffectiveDate,ExpirationDate
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,NA,2021-01-01,2022-01-01
IL,,NA,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,NA,2021-01-01,2022-01-01
IL,,NA,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Red,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Black,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Yellow,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Orange,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IL,,NA,2021-01-01,2022-01-01
IL,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,NA,2021-01-01,2022-01-01
IN,,NA,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,NA,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Black,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Red,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Yellow,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Orange,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
IN,,Green,2021-01-01,2022-01-01
